prompt,seed,width,height,sampler,cfgs,steps,filename,negative_prompt,sd_model_name,sd_model_hash
"realism of the digital picture,depth of field,foreshortening,cinematic lighting,cinematic compositon,detailed lips,detailed eyes,(EyesHD:1.2),(4k,8k,Ultra HD),masterpiece,best quality,ultra-detailed,very aesthetic,sharp focus,depth of field,ray tracing,best lighting, cinematic,beautiful face,beautiful eyes,soft lighting,absolutely eye-catching, outside border,white border,(thick outlines, thick contours),

((no background, white background: 1.3)),

solo, 1futa, ((horse girl: 1.4)), anthro, ((furry: 1.4)), furry futanari, long eyelashes, furry horse girl, brown horse eyes, horse ears, blonde horse tail, brown horse fur, horse face, horse feet, blonde mane, braided ponytail mane, huge lips, full lips, thick lips, bolted on lips, bimbo lips, black lips, cute face, ((big eyes: 1.3)), makeup, eyeshadow, arrogant, smug, smirk,

huge breasts, gigantic ass, bubble butt, skinny, tight waist, tiny waist, wide hips, ribs visible, muscular futanari, toned body, toned abs, ((gigantic muscles: 1.1)), gigantic biceps, gigantic delts, gigantic arms, gigantic legs, gigantic shoulders, very muscular, muscle definition, very large muscles, hyper muscles,

naked, nude, brown fur chest, brown fur torso,

gigantic futanari penis, hyper long futanari penis, gigantic futanari testicles, very thick futanari penis, veiny futanari penis, equine futanari penis, futanari horse penis, pink and black futanari horse penis,

looking at viewer, standing, full body, wide shot, zoomed out, front view, side view, hands on hip,

<lora:69yottea_illu_v2:.39>, <lora:WSSKX_WAI:.3>, <lora:748cm_illu:0.4>,7481llu, <lora:ppw_v8_Illuv2stable_128:0.5>,69yotte4_illu, <lora:Penis Size Slider - Illustrious - Futa_alpha1.0_rank4_noxattn_last:1.4>, <lora:Bolted_On_Lips_v4:.4>, <lora:ATRex_style:.6>, <lora:Libidos_Style__IllustriousPony:.3>,",3278596942,832,1216,Euler a,7,30,00000-3278596942.png,"bad quality,worst quality,worst detail,sketch,censor,artist name,signature, watermark, patreon username, purple eyes, thigh tattoo, leg tattoo, tattoos, loli, underage, high heels, heels, shoes, earring, flaccid penis,",prefectIllustriousXL_40,462cf8610a
"realism of the digital picture,depth of field,foreshortening,cinematic lighting,cinematic compositon,detailed lips,detailed eyes,(EyesHD:1.2),(4k,8k,Ultra HD),masterpiece,best quality,ultra-detailed,very aesthetic,sharp focus,depth of field,ray tracing,best lighting, cinematic,beautiful face,beautiful eyes,soft lighting,absolutely eye-catching, outside border,white border,(thick outlines, thick contours),

((no background, white background: 1.3)),

solo, 1futa, ((horse girl: 1.4)), anthro, ((furry: 1.4)), furry futanari, long eyelashes, furry horse girl, brown horse eyes, horse ears, blonde horse tail, brown horse fur, horse face, horse feet, blonde mane, braided ponytail mane, huge lips, full lips, thick lips, bolted on lips, bimbo lips, black lips, cute face, ((big eyes: 1.3)), makeup, eyeshadow, arrogant, smug, smirk,

huge breasts, gigantic ass, bubble butt, skinny, tight waist, tiny waist, wide hips, ribs visible, muscular futanari, toned body, toned abs, ((gigantic muscles: 1.1)), gigantic biceps, gigantic delts, gigantic arms, gigantic legs, gigantic shoulders, very muscular, muscle definition, very large muscles, hyper muscles,

naked, nude, brown fur chest, brown fur torso,

gigantic futanari penis, hyper long futanari penis, gigantic futanari testicles, very thick futanari penis, veiny futanari penis, equine futanari penis, futanari horse penis, pink and black futanari horse penis,

looking at viewer, standing, full body, wide shot, zoomed out, front view, side view, hands on hip,

<lora:69yottea_illu_v2:.39>, <lora:WSSKX_WAI:.3>, <lora:748cm_illu:0.4>,7481llu, <lora:ppw_v8_Illuv2stable_128:0.5>,69yotte4_illu, <lora:Penis Size Slider - Illustrious - Futa_alpha1.0_rank4_noxattn_last:1.4>, <lora:Bolted_On_Lips_v4:.4>, <lora:ATRex_style:.6>, <lora:Libidos_Style__IllustriousPony:.3>,",3278596943,832,1216,Euler a,7,30,00001-3278596943.png,"bad quality,worst quality,worst detail,sketch,censor,artist name,signature, watermark, patreon username, purple eyes, thigh tattoo, leg tattoo, tattoos, loli, underage, high heels, heels, shoes, earring, flaccid penis,",prefectIllustriousXL_40,462cf8610a
"realism of the digital picture,depth of field,foreshortening,cinematic lighting,cinematic compositon,detailed lips,detailed eyes,(EyesHD:1.2),(4k,8k,Ultra HD),masterpiece,best quality,ultra-detailed,very aesthetic,sharp focus,depth of field,ray tracing,best lighting, cinematic,beautiful face,beautiful eyes,soft lighting,absolutely eye-catching, outside border,white border,(thick outlines, thick contours),

((no background, white background: 1.3)),

solo, 1futa, ((horse girl: 1.4)), anthro, ((furry: 1.4)), furry futanari, long eyelashes, furry horse girl, brown horse eyes, horse ears, blonde horse tail, brown horse fur, horse face, horse feet, blonde mane, braided ponytail mane, huge lips, full lips, thick lips, bolted on lips, bimbo lips, black lips, cute face, ((big eyes: 1.3)), makeup, eyeshadow, arrogant, smug, smirk,

huge breasts, gigantic ass, bubble butt, skinny, tight waist, tiny waist, wide hips, ribs visible, muscular futanari, toned body, toned abs, ((gigantic muscles: 1.1)), gigantic biceps, gigantic delts, gigantic arms, gigantic legs, gigantic shoulders, very muscular, muscle definition, very large muscles, hyper muscles,

naked, nude, brown fur chest, brown fur torso,

gigantic futanari penis, hyper long futanari penis, gigantic futanari testicles, very thick futanari penis, veiny futanari penis, equine futanari penis, futanari horse penis, pink and black futanari horse penis,

looking at viewer, standing, full body, wide shot, zoomed out, front view, side view, hands on hip,

<lora:69yottea_illu_v2:.39>, <lora:WSSKX_WAI:.3>, <lora:748cm_illu:0.4>,7481llu, <lora:ppw_v8_Illuv2stable_128:0.5>,69yotte4_illu, <lora:Penis Size Slider - Illustrious - Futa_alpha1.0_rank4_noxattn_last:1.4>, <lora:Bolted_On_Lips_v4:.4>, <lora:ATRex_style:.6>, <lora:Libidos_Style__IllustriousPony:.3>,",3278596945,832,1216,Euler a,7,30,00002-3278596945.png,"bad quality,worst quality,worst detail,sketch,censor,artist name,signature, watermark, patreon username, purple eyes, thigh tattoo, leg tattoo, tattoos, loli, underage, high heels, heels, shoes, earring, flaccid penis,",prefectIllustriousXL_40,462cf8610a
"realism of the digital picture,depth of field,foreshortening,cinematic lighting,cinematic compositon,detailed lips,detailed eyes,(EyesHD:1.2),(4k,8k,Ultra HD),masterpiece,best quality,ultra-detailed,very aesthetic,sharp focus,depth of field,ray tracing,best lighting, cinematic,beautiful face,beautiful eyes,soft lighting,absolutely eye-catching, outside border,white border,(thick outlines, thick contours),

((no background, white background: 1.3)),

solo, 1futa, ((horse girl: 1.4)), anthro, ((furry: 1.4)), furry futanari, long eyelashes, furry horse girl, brown horse eyes, horse ears, blonde horse tail, brown horse fur, horse face, horse feet, blonde mane, braided ponytail mane, huge lips, full lips, thick lips, bolted on lips, bimbo lips, black lips, cute face, ((big eyes: 1.3)), makeup, eyeshadow, arrogant, smug, smirk,

huge breasts, gigantic ass, bubble butt, skinny, tight waist, tiny waist, wide hips, ribs visible, muscular futanari, toned body, toned abs, ((gigantic muscles: 1.1)), gigantic biceps, gigantic delts, gigantic arms, gigantic legs, gigantic shoulders, very muscular, muscle definition, very large muscles, hyper muscles,

naked, nude, brown fur chest, brown fur torso,

gigantic futanari penis, hyper long futanari penis, gigantic futanari testicles, very thick futanari penis, veiny futanari penis, equine futanari penis, futanari horse penis, pink and black futanari horse penis,

looking at viewer, standing, full body, wide shot, zoomed out, front view, side view, hands on hip,

<lora:69yottea_illu_v2:.39>, <lora:WSSKX_WAI:.3>, <lora:748cm_illu:0.4>,7481llu, <lora:ppw_v8_Illuv2stable_128:0.5>,69yotte4_illu, <lora:Penis Size Slider - Illustrious - Futa_alpha1.0_rank4_noxattn_last:1.4>, <lora:Bolted_On_Lips_v4:.4>, <lora:ATRex_style:.6>, <lora:Libidos_Style__IllustriousPony:.3>,",3278596946,832,1216,Euler a,7,30,00003-3278596946.png,"bad quality,worst quality,worst detail,sketch,censor,artist name,signature, watermark, patreon username, purple eyes, thigh tattoo, leg tattoo, tattoos, loli, underage, high heels, heels, shoes, earring, flaccid penis,",prefectIllustriousXL_40,462cf8610a
"realism of the digital picture,depth of field,foreshortening,cinematic lighting,cinematic compositon,detailed lips,detailed eyes,(EyesHD:1.2),(4k,8k,Ultra HD),masterpiece,best quality,ultra-detailed,very aesthetic,sharp focus,depth of field,ray tracing,best lighting, cinematic,beautiful face,beautiful eyes,soft lighting,absolutely eye-catching, outside border,white border,(thick outlines, thick contours),

((no background, white background: 1.3)),

solo, 1futa, ((horse girl: 1.4)), anthro, ((furry: 1.4)), furry futanari, long eyelashes, furry horse girl, brown horse eyes, horse ears, blonde horse tail, brown horse fur, horse face, horse feet, blonde mane, braided ponytail mane, huge lips, full lips, thick lips, bolted on lips, bimbo lips, black lips, cute face, ((big eyes: 1.3)), makeup, eyeshadow, arrogant, smug, smirk,

huge breasts, gigantic ass, bubble butt, skinny, tight waist, tiny waist, wide hips, ribs visible, muscular futanari, toned body, toned abs, ((gigantic muscles: 1.1)), gigantic biceps, gigantic delts, gigantic arms, gigantic legs, gigantic shoulders, very muscular, muscle definition, very large muscles, hyper muscles,

naked, nude, brown fur chest, brown fur torso,

gigantic futanari penis, hyper long futanari penis, gigantic futanari testicles, very thick futanari penis, veiny futanari penis, equine futanari penis, futanari horse penis, pink and black futanari horse penis,

looking at viewer, standing, full body, wide shot, zoomed out, front view, side view, hands on hip,

<lora:69yottea_illu_v2:.39>, <lora:WSSKX_WAI:.3>, <lora:748cm_illu:0.4>,7481llu, <lora:ppw_v8_Illuv2stable_128:0.5>,69yotte4_illu, <lora:Penis Size Slider - Illustrious - Futa_alpha1.0_rank4_noxattn_last:1.4>, <lora:Bolted_On_Lips_v4:.4>, <lora:ATRex_style:.6>, <lora:Libidos_Style__IllustriousPony:.3>,",3278596947,832,1216,Euler a,7,30,00004-3278596947.png,"bad quality,worst quality,worst detail,sketch,censor,artist name,signature, watermark, patreon username, purple eyes, thigh tattoo, leg tattoo, tattoos, loli, underage, high heels, heels, shoes, earring, flaccid penis,",prefectIllustriousXL_40,462cf8610a
"realism of the digital picture,depth of field,foreshortening,cinematic lighting,cinematic compositon,detailed lips,detailed eyes,(EyesHD:1.2),(4k,8k,Ultra HD),masterpiece,best quality,ultra-detailed,very aesthetic,sharp focus,depth of field,ray tracing,best lighting, cinematic,beautiful face,beautiful eyes,soft lighting,absolutely eye-catching, outside border,white border,(thick outlines, thick contours),

((no background, white background: 1.3)),

solo, 1futa, ((horse girl: 1.4)), anthro, ((furry: 1.4)), furry futanari, long eyelashes, furry horse girl, brown horse eyes, horse ears, blonde horse tail, brown horse fur, horse face, horse feet, blonde mane, braided ponytail mane, huge lips, full lips, thick lips, bolted on lips, bimbo lips, black lips, cute face, ((big eyes: 1.3)), makeup, eyeshadow, arrogant, smug, smirk,

huge breasts, gigantic ass, bubble butt, skinny, tight waist, tiny waist, wide hips, ribs visible, muscular futanari, toned body, toned abs, ((gigantic muscles: 1.1)), gigantic biceps, gigantic delts, gigantic arms, gigantic legs, gigantic shoulders, very muscular, muscle definition, very large muscles, hyper muscles,

naked, nude, brown fur chest, brown fur torso,

gigantic futanari penis, hyper long futanari penis, gigantic futanari testicles, very thick futanari penis, veiny futanari penis, equine futanari penis, futanari horse penis, pink and black futanari horse penis,

looking at viewer, standing, full body, wide shot, zoomed out, front view, side view, hands on hip,

<lora:69yottea_illu_v2:.39>, <lora:WSSKX_WAI:.3>, <lora:748cm_illu:0.4>,7481llu, <lora:ppw_v8_Illuv2stable_128:0.5>,69yotte4_illu, <lora:Penis Size Slider - Illustrious - Futa_alpha1.0_rank4_noxattn_last:1.4>, <lora:Bolted_On_Lips_v4:.4>, <lora:ATRex_style:.6>, <lora:Libidos_Style__IllustriousPony:.3>,",3278596949,832,1216,Euler a,7,30,00005-3278596949.png,"bad quality,worst quality,worst detail,sketch,censor,artist name,signature, watermark, patreon username, purple eyes, thigh tattoo, leg tattoo, tattoos, loli, underage, high heels, heels, shoes, earring, flaccid penis,",prefectIllustriousXL_40,462cf8610a
"realism of the digital picture,depth of field,foreshortening,cinematic lighting,cinematic compositon,detailed lips,detailed eyes,(EyesHD:1.2),(4k,8k,Ultra HD),masterpiece,best quality,ultra-detailed,very aesthetic,sharp focus,depth of field,ray tracing,best lighting, cinematic,beautiful face,beautiful eyes,soft lighting,absolutely eye-catching, outside border,white border,(thick outlines, thick contours),

((no background, white background: 1.3)),

solo, 1futa, ((horse girl: 1.4)), anthro, ((furry: 1.4)), furry futanari, long eyelashes, furry horse girl, brown horse eyes, horse ears, blonde horse tail, brown horse fur, horse face, horse feet, blonde mane, braided ponytail mane, huge lips, full lips, thick lips, bolted on lips, bimbo lips, black lips, cute face, ((big eyes: 1.3)), makeup, eyeshadow, arrogant, smug, smirk,

huge breasts, gigantic ass, bubble butt, skinny, tight waist, tiny waist, wide hips, ribs visible, muscular futanari, toned body, toned abs, ((gigantic muscles: 1.1)), gigantic biceps, gigantic delts, gigantic arms, gigantic legs, gigantic shoulders, very muscular, muscle definition, very large muscles, hyper muscles,

naked, nude, brown fur chest, brown fur torso,

gigantic futanari penis, hyper long futanari penis, gigantic futanari testicles, very thick futanari penis, veiny futanari penis, equine futanari penis, futanari horse penis, pink and black futanari horse penis,

looking at viewer, standing, full body, wide shot, zoomed out, front view, side view, hands on hip,

<lora:69yottea_illu_v2:.39>, <lora:WSSKX_WAI:.3>, <lora:748cm_illu:0.4>,7481llu, <lora:ppw_v8_Illuv2stable_128:0.5>,69yotte4_illu, <lora:Penis Size Slider - Illustrious - Futa_alpha1.0_rank4_noxattn_last:1.4>, <lora:Bolted_On_Lips_v4:.4>, <lora:ATRex_style:.6>, <lora:Libidos_Style__IllustriousPony:.3>,",3278596951,832,1216,Euler a,7,30,00006-3278596951.png,"bad quality,worst quality,worst detail,sketch,censor,artist name,signature, watermark, patreon username, purple eyes, thigh tattoo, leg tattoo, tattoos, loli, underage, high heels, heels, shoes, earring, flaccid penis,",prefectIllustriousXL_40,462cf8610a
